reno	rvno	review	score
953	3476	훌륭한 숙소입니다.	5
954	1918	직원들이 친절하지가 않네요.	2
955	3157	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
956	2003	직원들이 친절하지가 않네요.	2
957	1895	너무 좋았어요! 다음에도 또 오고싶네요	5
958	2958	건물 복잡해요	1
959	2091	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
960	2478	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
961	4566	예약확인이 안되네요	1
962	2803	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
963	4226	직원들이 친절하지가 않네요.	2
964	3608	프론트 직원이 너무 친절하지 않아요.	2
965	1286	오션뷰 진짜 너무 좋아요!!	5
966	4738	서비스, 질 모든 면에서 만족스럽지 않네요.	1
967	3241	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
968	1058	프론트 직원이 너무 친절하지 않아요.	2
969	2476	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
970	4738	직원분이 푹신하고 침대가 친절해요	5
971	1744	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
972	2994	그냥 평범했어요	3
973	2998	뭐라 할 건 없는데 조금 그렇네요	4
974	129	다만 방음이 좀 안되는게 아쉬웠어요	4
975	3778	잘 쉬다 가용	5
976	2530	시설도 깨끗하고 위치도 좋아요.	5
977	677	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
978	3157	너무 좋았어요! 다음에도 또 오고싶네요	5
979	2429	바로앞에 강문해변있어서 산책하기좋아요.	5
980	1990	건물 복잡해요	1
981	2988	재방문의사있습니다.	5
982	2633	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
983	450	방이랑 수영장 모두 좋았어요!!	5
984	4068	잘 쉬다 갑니다.	5
985	3097	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
986	3456	그냥 평범했어요	3
987	4445	사진이랑 다르게 생각보다 좋았어요~	4
988	2001	좋은데, 조금 마음에 안 드네요	4
989	4205	최고다 이건	5
990	4081	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
991	1460	직원분이 푹신하고 침대가 친절해요	5
992	3877	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
993	17	가족들고 즐거운 시간 ^^	5
994	2463	직원들이 친절하지가 않네요.	2
995	2770	최고가 된다면 바로 이 호실! 일걸요?	4
996	2297	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
997	2652	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
998	3485	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
999	1185	직원들이 친절하지가 않네요.	3
1000	806	방이 깔끔해서 마음에 듭니다	5
1001	2933	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1002	2550	뭐라 할 건 없는데 조금 그렇네요	4
1003	1038	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1004	3375	오션뷰 진짜 너무 좋아요!!	5
1005	812	잘 쉬다 가용	5
1006	2260	조금 낙후된부분들 레노하면 좋을거같아요	2
1007	2481	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1008	3963	다시는 안갑니다.	1
1009	1631	깨끗해요	3
1010	139	프론트 직원이 너무 친절하지 않아요.	2
1011	3938	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1012	757	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1013	4010	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1014	1824	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1015	789	깨끗해요	3
1016	1082	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1017	3938	담에는 다른곳 이용하려구요	1
1018	311	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1019	4529	예약확인이 안되네요	1
1020	2644	좋은 추억 가지고 갑니다.	4
1021	1926	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1022	17	편하게 잘 다녀 왔습니다^^	5
1023	729	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
1024	6	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1025	241	화장실에서 냄새가 납니다	2
1026	4997	글쎄요, 좋은 거 같은데 이 정도면..	3
1027	2640	최고가 된다면 바로 이 호실! 일걸요?	4
1028	4911	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1029	3067	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1030	3298	전화를 잘 받아주세요.	2
1031	388	최고네요!!	5
1032	3239	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
1033	3981	직원들이 친절하지가 않네요.	3
1034	4027	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1035	903	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1036	2302	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1037	4416	재방문의사있습니다.	5
1038	3634	좋은 추억 가지고 갑니다.	4
1039	4902	최고다 이건	5
1040	2608	방이랑 수영장 모두 좋았어요!!	5
1041	3621	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
1042	3078	직원들이 친절하지가 않네요.	2
1043	1055	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1044	3777	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1045	3193	건조한거 빼곤 매우만족	3
1046	605	방이 깔끔해서 마음에 듭니다	5
1047	2490	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1048	2298	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
1049	4400	깨끗해요	3
1050	2333	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1051	2648	화장실에서 냄새가 납니다	2
1052	53	최고다 이건	5
1053	981	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1054	2121	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1055	180	적당합니다.	3
1056	1581	직원분이 푹신하고 침대가 친절해요	5
1057	2606	예약방식이 너무 어렵습니다.	1
1058	3395	건조한거 빼곤 매우만족	3
1059	2275	잘 쉬다 가용	5
1060	417	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1061	3465	건물 복잡해요	1
1062	2705	다시는 안갑니다.	1
1063	4051	가족들고 즐거운 시간 ^^	5
1064	1716	서울타워 야경맛집	5
1065	2235	예약방식이 너무 어렵습니다.	1
1066	3064	체크인이 불편한것 빼고는 만족했습니다	3
1067	4886	오션뷰 진짜 너무 좋아요!!	5
1068	1590	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1069	3416	좋은 추억 가지고 갑니다.	4
1070	4076	건조한거 빼곤 매우만족	3
1071	3296	직원분들도 엄청 친절하세요	5
1072	4882	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1073	781	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1074	920	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1075	1905	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1076	2348	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1077	4951	방이랑 수영장 모두 좋았어요!!	5
1078	3484	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1079	2503	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1080	914	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1081	972	좋은데, 조금 마음에 안 드네요	4
1082	2548	예약방식이 너무 어렵습니다.	1
1083	2087	직원들이 친절하지가 않네요.	2
1084	1717	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1085	216	방이랑 수영장 모두 좋았어요!!	5
1086	4355	글쎄요, 좋은 거 같은데 이 정도면..	3
1087	265	최고다 이건	5
1088	270	예약방식이 너무 어렵습니다.	1
1089	171	최고가 된다면 바로 이 호실! 일걸요?	4
1090	1066	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1091	1330	직원분이 푹신하고 침대가 친절해요	5
1092	3374	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1093	1037	전화를 잘 받아주세요.	2
1094	3663	깨끗해요	3
1095	1448	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1096	659	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1097	4514	편하게 잘 다녀 왔습니다^^	5
1098	3709	오션뷰 진짜 너무 좋아요!!	5
1099	2759	화장실에서 냄새가 납니다	2
1100	4148	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1101	2383	친절합니다. 	4
1102	4105	다시는 안갑니다.	1
1103	2380	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1104	805	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1105	3554	깨끗해요	3
1106	2275	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1107	475	건조한거 빼곤 매우만족	3
1108	3689	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1109	2	아주 좋습니다.	5
1110	218	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1111	310	너무 좋았어요! 다음에도 또 오고싶네요	5
1112	859	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1113	2340	화장실에서 냄새가 납니다	2
1114	768	직원들이 친절하지가 않네요.	3
1115	4911	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1116	2549	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1117	3001	건물 복잡해요	1
1118	2545	조금 낙후된부분들 레노하면 좋을거같아요	2
1119	1928	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1120	885	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1121	435	잘 쉬다 갑니다.	5
1122	1087	좋은 추억 가지고 갑니다.	4
1123	400	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1124	863	화장실에서 냄새가 납니다	2
1125	464	서울타워 야경맛집	5
1126	3464	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1127	3219	시설이 깔끔했어요	5
1128	2211	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1129	3896	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1130	4879	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
1131	3303	바로앞에 강문해변있어서 산책하기좋아요.	5
1132	3953	프론트 직원이 너무 친절하지 않아요.	2
1133	564	좋은 추억 가지고 갑니다.	4
1134	795	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
1135	2363	최고네요!!	5
1136	2334	사진이랑 다르게 생각보다 좋았어요~	4
1137	3261	최고네요!!	5
1138	2503	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1139	4159	훌륭한 숙소입니다.	5
1140	4800	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
1141	518	사진이랑 다르게 생각보다 좋았어요~	4
1142	3851	화장실에서 냄새가 납니다	2
1143	950	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1144	1603	조금 낙후된부분들 레노하면 좋을거같아요	2
1145	511	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1146	974	글쎄요, 좋은 거 같은데 이 정도면..	3
1147	2433	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
1148	2898	좋은 추억 가지고 갑니다.	4
1149	2517	좋은데, 조금 마음에 안 드네요	4
1150	4119	다시는 안갑니다.	1
1151	83	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1152	4499	직원들이 친절하지가 않네요.	2
1153	2612	건물 복잡해요	1
1154	4844	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
1155	147	최고입니다.123	5
1156	3362	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
1157	2641	사진이랑 다르게 생각보다 좋았어요~	4
1158	84	훌륭한 숙소입니다.	5
1159	4555	건물 복잡해요	1
1160	3549	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1161	1523	프론트 직원이 너무 친절하지 않아요.	2
1162	2370	가족들고 즐거운 시간 ^^	5
1163	3754	편하게 잘 다녀 왔습니다^^	5
1164	3424	친절합니다. 	4
1165	255	편하게 잘 다녀 왔습니다^^	5
1166	1425	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1167	811	잘 쉬다 가용	5
1168	3343	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1169	3543	잘 쉬다 갑니다.	5
1170	4236	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1171	3775	방이 깔끔해서 마음에 듭니다	5
1172	564	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1173	3706	직원분들도 엄청 친절하세요	5
1174	1761	바로앞에 강문해변있어서 산책하기좋아요.	5
1175	2870	바로앞에 강문해변있어서 산책하기좋아요.	5
1176	1149	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
