j_no	s_no	j_title	j_content	j_salary	j_start	j_end	j_day	j_people	j_state	j_regdate
168	168	스피드물류 화,목,토 알바 모집	스피드물류은 인천 지역의 물류센터 매장입니다. 안전 장갑을 착용하고 무거운 물품은 직원과 함께 이동하며 정해진 동선을 지킵니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13400	21:00:00	04:00:00	화,목,토	1	0	2026-07-25
169	169	별빛사무보조 목,금,토 알바 모집	별빛사무보조은 인천 지역의 사무보조 매장입니다. 간단한 고객 안내 문자 발송과 회의 자료 출력 우편물 분류를 보조합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13900	09:00:00	17:00:00	목,금,토	2	1	2026-07-23
170	170	오피스파트너 평일 알바 모집	오피스파트너은 인천 지역의 사무보조 매장입니다. 엑셀 자료 입력과 문서 스캔 파일명 정리를 맡고 전화 문의는 담당자에게 정확히 전달합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14200	10:00:00	14:00:00	평일	3	1	2026-07-04
171	171	문서도움센터 주말 알바 모집	문서도움센터은 인천 지역의 사무보조 매장입니다. 데이터 입력 후 오타를 재확인하고 완료된 문서는 폴더별로 분류합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10000	11:00:00	16:00:00	주말	4	1	2026-09-04
172	172	조용한스터디 화,목,토 알바 모집	조용한스터디은 인천 지역의 스터디카페 매장입니다. 음료 코너 컵 얼음 정수기 주변을 정리하고 조용한 분위기가 유지되도록 순회합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10500	13:00:00	19:00:00	화,목,토	1	1	2026-06-29
173	173	온에어스터디 월,화,수 알바 모집	온에어스터디은 인천 지역의 스터디카페 매장입니다. 야간에는 소음 민원을 확인하고 출입문 보안과 공용 공간 청결 상태를 점검합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	10800	18:00:00	01:00:00	월,화,수	2	1	2026-09-01
174	174	포커스라운지 목,금,토 알바 모집	포커스라운지은 인천 지역의 스터디카페 매장입니다. 퇴실 좌석을 닦고 콘센트 조명 책상 상태를 점검해 다음 이용자가 바로 사용할 수 있게 합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11100	19:00:00	03:00:00	목,금,토	3	1	2026-07-20
175	175	블루머그 월,수,금 알바 모집	블루머그은 대구 지역의 카페 매장입니다. 에스프레소 추출 보조와 아이스 음료 제조 보조를 맡고 컵 홀더 빨대 시럽류 재고를 수시로 채웁니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13800	19:00:00	00:00:00	월,수,금	4	0	2026-08-20
176	176	브라운카페 화,목,토 알바 모집	브라운카페은 대구 지역의 카페 매장입니다. 매장 테이블을 빠르게 정리하고 반납대 컵 분류와 베이커리 진열 상태 확인을 맡습니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	14100	20:00:00	02:00:00	화,목,토	1	1	2026-07-17
177	177	오늘편의점 목,금,토 알바 모집	오늘편의점은 대구 지역의 편의점 매장입니다. 택배 접수와 보관함 정리 컵라면 온수대 청결 관리까지 매장 기본 업무를 담당합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10100	22:00:00	05:00:00	목,금,토	2	1	2026-08-16
178	178	스마일24 평일 알바 모집	스마일24은 대구 지역의 편의점 매장입니다. 입고된 박스를 정리하고 과자 음료 즉석식품 진열대를 보기 좋게 채웁니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10400	09:00:00	17:00:00	평일	3	1	2026-07-09
179	179	한밤편의점 주말 알바 모집	한밤편의점은 대구 지역의 편의점 매장입니다. 야간 시간대 상품 진열과 냉장 음료 보충을 중심으로 계산 실수 없이 응대합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10700	10:00:00	14:00:00	주말	4	1	2026-07-04
180	180	온기밥상 화,목,토 알바 모집	온기밥상은 대구 지역의 음식점 매장입니다. 홀 좌석 안내와 주문 확인을 맡고 음식이 나오면 테이블 번호에 맞춰 정확히 전달합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11200	12:00:00	17:00:00	화,목,토	1	1	2026-07-28
181	181	한끼식당 월,화,수 알바 모집	한끼식당은 대구 지역의 음식점 매장입니다. 손님 퇴장 후 테이블을 빠르게 치우고 다음 손님을 위해 수저와 물컵을 준비합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11500	13:00:00	19:00:00	월,화,수	2	1	2026-08-11
182	182	청춘분식 목,금,토 알바 모집	청춘분식은 대구 지역의 음식점 매장입니다. 반찬 리필과 식기 정리 테이블 세팅을 담당하며 점심 피크 전 매장 준비를 돕습니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11800	18:00:00	01:00:00	목,금,토	3	0	2026-08-11
183	183	치킨박스 주말 알바 모집	치킨박스은 대구 지역의 패스트푸드 매장입니다. 피크 시간에는 음료 컵 뚜껑 포장백 준비 등 빠른 출고 보조를 담당합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12300	20:00:00	04:00:00	주말	4	1	2026-08-19
184	184	프레시버거 월,수,금 알바 모집	프레시버거은 대구 지역의 패스트푸드 매장입니다. 드라이브스루 또는 배달 포장 순서를 확인하고 빠지는 메뉴가 없도록 체크합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	12600	21:00:00	01:00:00	월,수,금	1	1	2026-09-05
185	185	달콤제과 월,화,수 알바 모집	달콤제과은 대구 지역의 베이커리 매장입니다. 오전에는 빵 진열과 집게 트레이 정리를 맡고 오후에는 포장과 계산 보조를 담당합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13100	09:00:00	14:00:00	월,화,수	2	1	2026-07-10
186	186	빵굽는하루 목,금,토 알바 모집	빵굽는하루은 대구 지역의 베이커리 매장입니다. 시식대와 계산대 주변을 정돈하고 품절된 빵 이름표를 빠르게 정리합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13400	10:00:00	16:00:00	목,금,토	3	1	2026-08-10
187	187	게임스테이션 주말 알바 모집	게임스테이션은 대구 지역의 PC방 매장입니다. 회원 문의와 시간 충전 안내를 맡고 라면 음료 스낵 재고를 확인합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13900	12:00:00	19:00:00	주말	4	1	2026-07-18
188	188	라운지PC 월,수,금 알바 모집	라운지PC은 대구 지역의 PC방 매장입니다. PC 오류 요청이 들어오면 기본 확인 후 관리자에게 전달하고 빈 좌석을 빠르게 정리합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	14200	13:00:00	21:00:00	월,수,금	1	1	2026-07-02
189	189	스피드PC방 화,목,토 알바 모집	스피드PC방은 대구 지역의 PC방 매장입니다. 야간에는 좌석 상태를 순회 점검하고 프린터 이용과 충전 문의를 차분히 처리합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10000	18:00:00	22:00:00	화,목,토	2	0	2026-08-30
190	190	스카이무비 목,금,토 알바 모집	스카이무비은 대구 지역의 영화관 매장입니다. 입장권 확인과 상영관 입장 안내를 맡고 영화 종료 후 좌석 사이 쓰레기를 정리합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10500	20:00:00	01:00:00	목,금,토	3	1	2026-07-21
191	191	필름하우스 평일 알바 모집	필름하우스은 대구 지역의 영화관 매장입니다. 상영관 청소와 3D 안경 회수 정리를 맡아 다음 회차 입장이 늦어지지 않게 준비합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10800	21:00:00	03:00:00	평일	4	1	2026-07-11
192	192	더스크린 주말 알바 모집	더스크린은 대구 지역의 영화관 매장입니다. 매점에서 팝콘 음료 세트 포장을 보조하고 대기 줄이 길어지면 주문 안내를 돕습니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11100	22:00:00	05:00:00	주말	1	1	2026-07-31
193	193	튼튼학원 화,목,토 알바 모집	튼튼학원은 대구 지역의 학원 매장입니다. 상담 예약표를 정리하고 강의 종료 후 교실 전등 냉난방 상태를 확인합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11600	10:00:00	18:00:00	화,목,토	2	1	2026-08-16
194	194	미래교실 월,화,수 알바 모집	미래교실은 대구 지역의 학원 매장입니다. 프린트물 복사와 시험지 분류를 보조하며 자습실 이용 학생을 조용히 안내합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11900	11:00:00	15:00:00	월,화,수	3	1	2026-07-19
195	195	포근학원 목,금,토 알바 모집	포근학원은 대구 지역의 학원 매장입니다. 학생 출결 확인과 교재 배부를 맡고 수업 전 강의실 책상과 칠판 상태를 정리합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12200	12:00:00	17:00:00	목,금,토	4	1	2026-08-15
